=== ITEM DATABASE DUMP (12/17/2025 11:07:44 PM) ===
Total items: 682

ID:   94 | Type:Bag          | Price:    0 | Weight:  0.5 | Name: 
ID:    4 | Type:Consumable   | Price:  100 | Weight:  0.1 | Name: Dog Food
ID:   20 | Type:Consumable   | Price:   25 | Weight:  0.1 | Name: 
ID:    5 | Type:Consumable   | Price:   15 | Weight:  0.1 | Name: Paté
ID:   10 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: Dubious Pizza
ID:   11 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: Suspicious Hamburger
ID:   12 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: Expired bread
ID:   13 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: Unfinished cookies
ID:   14 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: Risky Kompot
ID:   15 | Type:Consumable   | Price:    3 | Weight:  0.1 | Name: Unfinished apple
ID:  302 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Unfinished pâté
ID:   96 | Type:Consumable   | Price:   99 | Weight:  0.1 | Name: Pizza
ID:   97 | Type:Consumable   | Price:   10 | Weight:  0.1 | Name: Unfinished kebab.
ID:   98 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: Weird cheese
ID:   99 | Type:Consumable   | Price:    3 | Weight:  0.1 | Name: Rotting vegetables
ID:  100 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: A piece of salami
ID:  101 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: The rest of the whiskey
ID:  102 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: The rest of boxed wine
ID:  103 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Unfinished energy drink
ID:  104 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: Unfinished coffee
ID:  105 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Unfinished Coke
ID:  108 | Type:Consumable   | Price:  800 | Weight:  0.1 | Name: Whiskey
ID:  106 | Type:Consumable   | Price:  600 | Weight:  0.1 | Name: Quality Vodka
ID:  107 | Type:Consumable   | Price:  800 | Weight:  0.1 | Name: Absinthe
ID:  381 | Type:Consumable   | Price:  600 | Weight:  0.1 | Name: White rum
ID:  110 | Type:Consumable   | Price:   40 | Weight:  0.1 | Name: Coffee
ID:  109 | Type:Consumable   | Price:   25 | Weight:  0.1 | Name: Energy drink
ID:  490 | Type:Consumable   | Price:   70 | Weight:  0.1 | Name: Dark beer
ID:  111 | Type:Consumable   | Price:   25 | Weight:  0.1 | Name: Coke
ID:  361 | Type:Consumable   | Price:   20 | Weight:  0.1 | Name: Lifebringer
ID:  364 | Type:Consumable   | Price:   50 | Weight:  0.1 | Name: Great lifebringer
ID:  398 | Type:Consumable   | Price:   30 | Weight:  0.1 | Name: Weak tea
ID:  382 | Type:Consumable   | Price:  100 | Weight:  0.1 | Name: Healing tea
ID:  303 | Type:Consumable   | Price:  800 | Weight:  0.3 | Name: Goulash special
ID:  304 | Type:Consumable   | Price:  600 | Weight:  0.3 | Name: Mince with potatoes
ID:  196 | Type:Consumable   | Price:  600 | Weight:  0.3 | Name: Shot sparrows
ID:  112 | Type:Consumable   | Price:  600 | Weight:  0.1 | Name: The macho toast
ID:  114 | Type:Consumable   | Price:   15 | Weight:  0.3 | Name: 
ID:  301 | Type:Consumable   | Price:    2 | Weight:  0.1 | Name: Butt
ID:  210 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: Recycled smoke
ID:  199 | Type:Consumable   | Price:   10 | Weight:  0.1 | Name: Good smoke
ID:  211 | Type:Consumable   | Price:   30 | Weight:  0.1 | Name: Quality smoke
ID:  194 | Type:Consumable   | Price:  100 | Weight:  0.1 | Name: Merkur cigarettes
ID:  197 | Type:Consumable   | Price:   10 | Weight:  0.1 | Name: Wet wipes
ID:  195 | Type:Consumable   | Price:    5 | Weight:  0.1 | Name: The rest of soap
ID:  329 | Type:Consumable   | Price:   30 | Weight:  0.3 | Name: Soap
ID:  349 | Type:Consumable   | Price:   50 | Weight:  0.3 | Name: Deodorant
ID:  203 | Type:Consumable   | Price:   30 | Weight:  0.1 | Name: Bandage
ID:  202 | Type:Consumable   | Price:   50 | Weight:  0.1 | Name: Antidepressants
ID:  201 | Type:Consumable   | Price:   70 | Weight:  0.1 | Name: Antibiotics
ID:  200 | Type:Consumable   | Price:   50 | Weight:  0.1 | Name: Nitrin
ID:  300 | Type:Consumable   | Price:   20 | Weight:  0.1 | Name: Scratch card
ID:  342 | Type:Consumable   | Price:   60 | Weight:  0.1 | Name: PlayGuy
ID:  482 | Type:Consumable   | Price:   60 | Weight:  0.0 | Name: Serious book
ID:  346 | Type:Consumable   | Price:   50 | Weight:  0.3 | Name: Kombucha
ID:  351 | Type:Consumable   | Price:  100 | Weight:  0.3 | Name: Hiking medkit
ID:  383 | Type:Consumable   | Price:   20 | Weight:  0.1 | Name: Herbs
ID:  360 | Type:Consumable   | Price:   50 | Weight:  0.3 | Name: Paint Thinner
ID:  198 | Type:Consumable   | Price:   10 | Weight:  0.1 | Name: Spices
ID:  480 | Type:Consumable   | Price:   15 | Weight:  0.3 | Name: Bottled Water
ID:  207 | Type:Consumable   | Price:   15 | Weight:  0.1 | Name: 
ID:  212 | Type:Consumable   | Price:   50 | Weight:  0.0 | Name: Steampack
ID:  213 | Type:Consumable   | Price:  100 | Weight:  0.0 | Name: Super Steampack
ID:  214 | Type:Consumable   | Price:   10 | Weight:  0.1 | Name: Hand-rolled smoke deluxe
ID:  319 | Type:Consumable   | Price:   30 | Weight:  0.3 | Name: 
ID:  320 | Type:Consumable   | Price:   60 | Weight:  0.3 | Name: 
ID:  321 | Type:Consumable   | Price:  100 | Weight:  0.3 | Name: 
ID:  325 | Type:Consumable   | Price:   30 | Weight:  0.3 | Name: 
ID:  322 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Chucked lunch
ID:  323 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Vegetables
ID:  324 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Steak
ID:  354 | Type:Consumable   | Price: 2000 | Weight:  0.1 | Name: Talisman of Recovery
ID:  355 | Type:Consumable   | Price: 2000 | Weight:  0.1 | Name: Talisman of Recovery
ID:  356 | Type:Consumable   | Price: 2000 | Weight:  0.1 | Name: Talisman of Recovery
ID:  357 | Type:Consumable   | Price: 2000 | Weight:  0.1 | Name: Talisman of Recovery
ID:  358 | Type:Consumable   | Price: 2000 | Weight:  0.1 | Name: Talisman of Recovery
ID:  359 | Type:Consumable   | Price: 2000 | Weight:  0.1 | Name: Talisman of Recovery
ID:  681 | Type:Consumable   | Price: 2000 | Weight:  0.1 | Name: Talisman of Recovery
ID:  481 | Type:Consumable   | Price:   30 | Weight:  0.0 | Name: 
ID:  555 | Type:Consumable   | Price:   30 | Weight:  0.1 | Name: Healing salve
ID:  556 | Type:Consumable   | Price:   60 | Weight:  0.1 | Name: Super-healing salve
ID:  557 | Type:Consumable   | Price:  100 | Weight:  0.1 | Name: Meth
ID:  558 | Type:Consumable   | Price:  800 | Weight:  0.1 | Name: Kraken
ID:  559 | Type:Consumable   | Price:    0 | Weight:  0.3 | Name: Strecker's bag (old)
ID:  574 | Type:Consumable   | Price:   50 | Weight:  0.1 | Name: Vortex
ID:  576 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Dubious package
ID:  577 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Controversial Package
ID:  579 | Type:Consumable   | Price:  300 | Weight:  0.1 | Name: Meth Deluxe for Sale
ID:  581 | Type:Consumable   | Price: 1800 | Weight:  0.1 | Name: Sergei's moonshine
ID:  582 | Type:Consumable   | Price: 1800 | Weight:  0.1 | Name: Cuban cigar
ID:  593 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Don Kitty's Reward
ID:  598 | Type:Consumable   | Price:    0 | Weight:  0.3 | Name: Tony's clothes
ID:  601 | Type:Consumable   | Price: 2500 | Weight:  0.1 | Name: Chibouk
ID:  611 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Kraken 2.0
ID:  617 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Baron's Purse
ID:  619 | Type:Consumable   | Price:  100 | Weight:  0.1 | Name: Tincture
ID:  620 | Type:Consumable   | Price:  150 | Weight:  0.1 | Name: Meth Deluxe
ID:  625 | Type:Consumable   | Price:    0 | Weight:  1.0 | Name: A Sack of Junk
ID:  627 | Type:Consumable   | Price:    0 | Weight:  0.1 | Name: Henry's wallet
ID:  630 | Type:Consumable   | Price:   70 | Weight:  0.1 | Name: Quality coffee
ID:  631 | Type:Consumable   | Price:  100 | Weight:  0.1 | Name: Gourmet coffee
ID:  632 | Type:Consumable   | Price:   10 | Weight:  0.1 | Name: Pepper
ID:  633 | Type:Consumable   | Price:   10 | Weight:  0.1 | Name: Tomato
ID:  634 | Type:Consumable   | Price:   40 | Weight:  0.1 | Name: Cabbage
ID:  635 | Type:Consumable   | Price:   20 | Weight:  0.1 | Name: Cucumber
ID:  636 | Type:Consumable   | Price:   10 | Weight:  0.1 | Name: Potato
ID:  637 | Type:Consumable   | Price:  100 | Weight:  1.0 | Name: Sack of potatoes
ID:  638 | Type:Consumable   | Price:   40 | Weight:  0.1 | Name: Purée
ID:  639 | Type:Consumable   | Price:   50 | Weight:  0.1 | Name: Cream
ID:  649 | Type:Consumable   | Price:    0 | Weight:  0.3 | Name: Watermelon
ID:   16 | Type:Consumable   | Price:    8 | Weight:  0.1 | Name: Canned beer
ID:   17 | Type:Consumable   | Price:   10 | Weight:  0.1 | Name: Bottled beer
ID:  394 | Type:Consumable   | Price:   25 | Weight:  0.1 | Name: Draft beer
ID:  653 | Type:Consumable   | Price:   40 | Weight:  0.1 | Name: Irish beer
ID:  650 | Type:Consumable   | Price:   30 | Weight:  0.1 | Name: Peppermint liqueur
ID:   19 | Type:Consumable   | Price:   50 | Weight:  0.1 | Name: Rum
ID:  651 | Type:Consumable   | Price:   80 | Weight:  0.1 | Name: Vodka
ID:   18 | Type:Consumable   | Price:   20 | Weight:  0.1 | Name: Boxed wine
ID:  206 | Type:Consumable   | Price:   40 | Weight:  0.1 | Name: Bottled Wine
ID:  652 | Type:Consumable   | Price:   90 | Weight:  0.1 | Name: Luxurious wine
ID:  654 | Type:Consumable   | Price:  200 | Weight:  0.1 | Name: Bourbon
ID:  655 | Type:Consumable   | Price:  200 | Weight:  0.1 | Name: Gin
ID:  656 | Type:Consumable   | Price:  200 | Weight:  0.1 | Name: Cognac
ID:  657 | Type:Consumable   | Price:  200 | Weight:  0.1 | Name: Tequila
ID:  680 | Type:Consumable   | Price:   90 | Weight:  0.1 | Name: Noodles
ID:  296 | Type:Gear         | Price:   30 | Weight:  0.5 | Name: Holey shirt
ID:  297 | Type:Gear         | Price:   30 | Weight:  0.5 | Name: Holey pants
ID:  298 | Type:Gear         | Price:   30 | Weight:  0.5 | Name: Worn out sneakers
ID:  117 | Type:Gear         | Price:   50 | Weight:  0.5 | Name: Windcheater
ID:  118 | Type:Gear         | Price:   60 | Weight:  0.5 | Name: Sports jacket
ID:  119 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Retro denim jacket
ID:  120 | Type:Gear         | Price:  150 | Weight:  0.5 | Name: Chic denim jacket
ID:  121 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Chic denim jacket (deluxe)
ID:  125 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Sweatshirt
ID:  126 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Sweatshirt (deluxe)
ID:  122 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Cheap jacket
ID:  123 | Type:Gear         | Price:  180 | Weight:  0.5 | Name: Ordinary jacket
ID:  124 | Type:Gear         | Price:  250 | Weight:  0.5 | Name: Designer Jacket
ID:  127 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Leather jacket
ID:  128 | Type:Gear         | Price:  400 | Weight:  0.5 | Name: Leather jacket (deluxe)
ID:  129 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Cheap fur coat
ID:  130 | Type:Gear         | Price:  400 | Weight:  0.5 | Name: Fancy fur coat
ID:  131 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Large coat
ID:  132 | Type:Gear         | Price: 1200 | Weight:  0.5 | Name: Heavy coat
ID:  133 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Jacket
ID:  134 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Snobbish jacket
ID:  135 | Type:Gear         | Price:  800 | Weight:  0.5 | Name: Elegant suit
ID:  136 | Type:Gear         | Price: 1700 | Weight:  0.5 | Name: Luxury coat
ID:  137 | Type:Gear         | Price:  250 | Weight:  0.5 | Name: Punk jacket
ID:  138 | Type:Gear         | Price: 1200 | Weight:  0.5 | Name: Biker jacket
ID:  139 | Type:Gear         | Price: 1000 | Weight:  0.5 | Name: Venerable coat
ID:  140 | Type:Gear         | Price:   50 | Weight:  0.5 | Name: Awkward sweatpants
ID:  141 | Type:Gear         | Price:   80 | Weight:  0.5 | Name: Rakish sweatpants
ID:  142 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Sports pants
ID:  143 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Ordinary jeans
ID:  144 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Expensive jeans
ID:  145 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Chic jeans
ID:  146 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Sunday pants
ID:  147 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Sunday pants (deluxe)
ID:  148 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Suit pants
ID:  149 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Elegant pants
ID:  150 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Punk pants
ID:  151 | Type:Gear         | Price:  400 | Weight:  0.5 | Name: Cargo pants
ID:  152 | Type:Gear         | Price:  700 | Weight:  0.5 | Name: Cargo pants (deluxe)
ID:  153 | Type:Gear         | Price:  900 | Weight:  0.5 | Name: Tuned cargo pants
ID:  154 | Type:Gear         | Price:  350 | Weight:  0.5 | Name: Leather pants
ID:  155 | Type:Gear         | Price:  350 | Weight:  0.5 | Name: Latex pants
ID:  156 | Type:Gear         | Price:  400 | Weight:  0.5 | Name: Snobbish pants
ID:  157 | Type:Gear         | Price: 1300 | Weight:  0.5 | Name: Biker pants
ID:  158 | Type:Gear         | Price:   50 | Weight:  0.5 | Name: Baseball cap
ID:  159 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Snapback Cap
ID:  160 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Knitted cap
ID:  161 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Knitted cap (deluxe)
ID:  162 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Flat cap
ID:  163 | Type:Gear         | Price: 1200 | Weight:  0.5 | Name: Ushanka
ID:  164 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Cowboy hat
ID:  165 | Type:Gear         | Price:  400 | Weight:  0.5 | Name: Cycling helmet
ID:  166 | Type:Gear         | Price: 1200 | Weight:  0.5 | Name: Biker helmet
ID:  167 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Scarf
ID:  168 | Type:Gear         | Price:  400 | Weight:  0.5 | Name: Scarf (deluxe)
ID:  169 | Type:Gear         | Price:  150 | Weight:  0.5 | Name: Punk scarf
ID:  170 | Type:Gear         | Price:  150 | Weight:  0.5 | Name: Palestina scarf
ID:  171 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Top hat
ID:  172 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Santa's hat
ID:  173 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Devil horns
ID:  174 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Biker shades
ID:  175 | Type:Gear         | Price:   50 | Weight:  0.5 | Name: Sneakers
ID:  176 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Sneakers (deluxe)
ID:  177 | Type:Gear         | Price:  400 | Weight:  0.5 | Name: Botas shoes
ID:  178 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Botas shoes (deluxe)
ID:  179 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Leather boots
ID:  180 | Type:Gear         | Price:  700 | Weight:  0.5 | Name: Leather boots (deluxe)
ID:  181 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Hiking boots
ID:  182 | Type:Gear         | Price:  700 | Weight:  0.5 | Name: Work shoes
ID:  183 | Type:Gear         | Price: 1000 | Weight:  0.5 | Name: Stylish work shoes
ID:  184 | Type:Gear         | Price: 1500 | Weight:  0.5 | Name: Combat boots
ID:  185 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Punk boots
ID:  192 | Type:Gear         | Price: 1400 | Weight:  0.5 | Name: Biker boots
ID:  186 | Type:Gear         | Price:  150 | Weight:  0.5 | Name: Rubber boots
ID:  187 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: High boots
ID:  188 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Pumps
ID:  189 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Sandals
ID:  190 | Type:Gear         | Price:  200 | Weight:  0.5 | Name: Patent shoes
ID:  191 | Type:Gear         | Price:  400 | Weight:  0.5 | Name: Patent shoes (deluxe)
ID:  370 | Type:Gear         | Price: 2000 | Weight:  0.5 | Name: Bear coat
ID:  387 | Type:Gear         | Price: 2000 | Weight:  0.5 | Name: Warm jacket
ID:  388 | Type:Gear         | Price: 3000 | Weight:  0.5 | Name: Luxury jacket
ID:  389 | Type:Gear         | Price: 4000 | Weight:  0.5 | Name: Expedition jacket
ID:  390 | Type:Gear         | Price: 2000 | Weight:  0.5 | Name: Kickass pants
ID:  391 | Type:Gear         | Price: 3000 | Weight:  0.5 | Name: Expedition pants
ID:  392 | Type:Gear         | Price:  900 | Weight:  0.5 | Name: Designer Jacket (Deluxe)
ID:  393 | Type:Gear         | Price:  900 | Weight:  0.5 | Name: Large coat (deluxe)
ID:  487 | Type:Gear         | Price:  600 | Weight:  0.5 | Name: Black Metal Jacket
ID:  488 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Black Metal Trousers
ID:  489 | Type:Gear         | Price:  400 | Weight:  0.5 | Name: Black Metal Shoes
ID:  343 | Type:Gear         | Price:   50 | Weight:  0.5 | Name: Makeshift poncho
ID:  344 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Better poncho
ID:  345 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Luxury poncho
ID:  348 | Type:Gear         | Price:   50 | Weight:  0.5 | Name: Plastic garbage poncho
ID:  318 | Type:Gear         | Price:  100 | Weight:  0.5 | Name: Shabby umbrella
ID:  510 | Type:Gear         | Price:  500 | Weight:  0.3 | Name: Ski Mask
ID:  518 | Type:Gear         | Price: 3000 | Weight:  0.3 | Name: Crazy's hat
ID:  583 | Type:Gear         | Price: 1000 | Weight:  0.5 | Name: Dealer's coat
ID:  584 | Type:Gear         | Price:  700 | Weight:  0.5 | Name: Friedrich's jacket
ID:  585 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Friedrich's shoes
ID:  586 | Type:Gear         | Price:  600 | Weight:  0.5 | Name: Friedrich's pants
ID:  608 | Type:Gear         | Price:  700 | Weight:  0.5 | Name: Guzzler Pants
ID:  609 | Type:Gear         | Price: 1300 | Weight:  0.5 | Name: Coat of a Legendary Guzzler
ID:  610 | Type:Gear         | Price: 2500 | Weight:  0.5 | Name: Baron's Coat
ID:  615 | Type:Gear         | Price: 4000 | Weight:  0.5 | Name: Patriot's Mantle
ID:  616 | Type:Gear         | Price: 1000 | Weight:  0.5 | Name: Goth Robe
ID:  640 | Type:Gear         | Price:   50 | Weight:  0.3 | Name: Face mask
ID:  641 | Type:Gear         | Price: 1200 | Weight:  0.5 | Name: Hiking jacket
ID:  642 | Type:Gear         | Price: 1000 | Weight:  0.5 | Name: Hiking pants
ID:  643 | Type:Gear         | Price: 2000 | Weight:  0.5 | Name: Mountaineering jacket
ID:  644 | Type:Gear         | Price: 1800 | Weight:  0.5 | Name: Mountaineering pants
ID:  645 | Type:Gear         | Price: 1500 | Weight:  0.5 | Name: Hiking shoes
ID:  658 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Work jacket
ID:  659 | Type:Gear         | Price:  800 | Weight:  0.5 | Name: Cool guy jacket
ID:  660 | Type:Gear         | Price: 1000 | Weight:  0.5 | Name: Parka
ID:  661 | Type:Gear         | Price: 1500 | Weight:  0.5 | Name: Winter jacket
ID:  662 | Type:Gear         | Price: 1200 | Weight:  0.5 | Name: Feather jacket
ID:  663 | Type:Gear         | Price: 1200 | Weight:  0.5 | Name: Quilted jacket
ID:  664 | Type:Gear         | Price: 2000 | Weight:  0.5 | Name: Leatherette jacket
ID:  665 | Type:Gear         | Price: 1000 | Weight:  0.5 | Name: Outdoor jacket
ID:  666 | Type:Gear         | Price:  600 | Weight:  0.5 | Name: Windbreaker Jacket
ID:  667 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Modern Low Shoes
ID:  668 | Type:Gear         | Price:  700 | Weight:  0.5 | Name: Ankle Shoes
ID:  669 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Moccasins
ID:  670 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: High-heeled shoes
ID:  671 | Type:Gear         | Price: 1000 | Weight:  0.5 | Name: Outdoor shoes
ID:  672 | Type:Gear         | Price: 2000 | Weight:  0.5 | Name: Mountaineering shoes
ID:  673 | Type:Gear         | Price:  800 | Weight:  0.5 | Name: Winter shoes
ID:  674 | Type:Gear         | Price: 1000 | Weight:  0.5 | Name: Winter shoes (deluxe)
ID:  675 | Type:Gear         | Price:  300 | Weight:  0.5 | Name: Slippers
ID:  676 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Skate shoes
ID:  677 | Type:Gear         | Price:  500 | Weight:  0.5 | Name: Running shoes
ID:  678 | Type:Gear         | Price:  800 | Weight:  0.5 | Name: Running shoes (deluxe)
ID:  679 | Type:Gear         | Price: 2000 | Weight:  0.5 | Name: Extravagant boots
ID:   64 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Metal Door 2x2
ID:   65 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Metal Roof 2x1
ID:   66 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Metal Roof 2x2
ID:   67 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Metal Roof 2x4
ID:   68 | Type:HideoutInterior | Price:  150 | Weight:  1.0 | Name: Metal Wall 1x2
ID:   69 | Type:HideoutInterior | Price:  100 | Weight:  1.0 | Name: Metal Wall 2x1
ID:   70 | Type:HideoutInterior | Price:  150 | Weight:  1.0 | Name: Metal Wall 2x2
ID:   71 | Type:HideoutInterior | Price:  100 | Weight:  1.0 | Name: Shoddy Door 2x2
ID:   72 | Type:HideoutInterior | Price:  100 | Weight:  1.0 | Name: Shoddy Roof 2x1
ID:   73 | Type:HideoutInterior | Price:  100 | Weight:  1.0 | Name: Shoddy Roof 2x2
ID:   74 | Type:HideoutInterior | Price:  150 | Weight:  1.0 | Name: Shoddy Roof 2x4
ID:   75 | Type:HideoutInterior | Price:  100 | Weight:  1.0 | Name: Shoddy Wall 1x2
ID:   76 | Type:HideoutInterior | Price:  100 | Weight:  1.0 | Name: Shoddy Wall 2x1
ID:   77 | Type:HideoutInterior | Price:  100 | Weight:  1.0 | Name: Shoddy Wall 2x2
ID:   78 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Tarp Door 2x2
ID:   79 | Type:HideoutInterior | Price:  150 | Weight:  1.0 | Name: Tarp Roof 2x1
ID:   80 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Tarp Roof 2x2
ID:   81 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Tarp Roof 2x4
ID:   82 | Type:HideoutInterior | Price:  150 | Weight:  1.0 | Name: Tarp Wall 1x2
ID:   83 | Type:HideoutInterior | Price:  150 | Weight:  1.0 | Name: Tarp Wall 2x1
ID:   84 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Tarp Wall 2x2
ID:   85 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Wooden Door 2x2
ID:   86 | Type:HideoutInterior | Price:  150 | Weight:  1.0 | Name: Wooden Roof 2x1
ID:   87 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Wooden Roof 2x2
ID:   88 | Type:HideoutInterior | Price:  200 | Weight:  1.0 | Name: Wooden Roof 2x4
ID:   89 | Type:HideoutInterior | Price:  150 | Weight:  1.0 | Name: Wooden Wall 1x2
